id_vaga,id_candidato,estado,modalidade,tipo_contratacao,nivel_profissional_vaga,nivel_ingles_vaga,nivel_espanhol_vaga,nivel_profissional_cand,nivel_ingles_cand,nivel_espanhol_cand,dias_ate_update
3170,21657.0,Pernambuco,None,CLT Full,Analista,Avançado,Básico,None,None,None,5.0
3171,22093.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,Fluente,Intermediário,0.0
3171,21898.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,Intermediário,Básico,0.0
3172,22269.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3172,21835.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Fluente,Básico,0.0
3172,19887.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3173,23832.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3173,22173.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,Intermediário,None,0.0
3173,21967.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,24.0
3173,21709.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,57.0
3174,21647.0,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,Intermediário,Básico,0.0
3174,21641.0,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,Intermediário,Nenhum,0.0
3174,21609.0,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,Básico,Básico,0.0
3174,3657.0,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,None,None,15.0
3175,21654.0,Rio de Janeiro,None,Hunting,Sênior,Avançado,Nenhum,None,None,None,0.0
3175,21629.0,Rio de Janeiro,None,Hunting,Sênior,Avançado,Nenhum,None,None,None,1.0
3175,2545.0,Rio de Janeiro,None,Hunting,Sênior,Avançado,Nenhum,None,None,None,0.0
3176,16336.0,Rio de Janeiro,None,Hunting,Sênior,Avançado,Nenhum,None,None,None,0.0
3176,9211.0,Rio de Janeiro,None,Hunting,Sênior,Avançado,Nenhum,None,None,None,0.0
3176,324.0,Rio de Janeiro,None,Hunting,Sênior,Avançado,Nenhum,None,None,None,0.0
3177,22123.0,Rio de Janeiro,None,Hunting,Sênior,Avançado,Nenhum,None,None,None,0.0
3177,21653.0,Rio de Janeiro,None,Hunting,Sênior,Avançado,Nenhum,None,None,None,20.0
3177,21652.0,Rio de Janeiro,None,Hunting,Sênior,Avançado,Nenhum,None,None,None,46.0
3177,13757.0,Rio de Janeiro,None,Hunting,Sênior,Avançado,Nenhum,None,None,None,20.0
3177,9211.0,Rio de Janeiro,None,Hunting,Sênior,Avançado,Nenhum,None,None,None,21.0
3178,21872.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3178,21357.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,14.0
3178,21120.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3178,21115.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,14.0
3178,21103.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,14.0
3178,3096.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,Sênior,Avançado,Intermediário,14.0
3179,,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3180,16977.0,Rio de Janeiro,None,CLT Full,Analista,Básico,Básico,None,None,None,8.0
3180,9211.0,Rio de Janeiro,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3181,22298.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3181,21640.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3182,,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3183,22498.0,Paraná,None,Hunting,Sênior,Intermediário,Nenhum,None,None,None,15.0
3183,22076.0,Paraná,None,Hunting,Sênior,Intermediário,Nenhum,None,None,None,0.0
3183,21110.0,Paraná,None,Hunting,Sênior,Intermediário,Nenhum,None,None,None,18.0
3183,21083.0,Paraná,None,Hunting,Sênior,Intermediário,Nenhum,None,None,None,1.0
3183,20678.0,Paraná,None,Hunting,Sênior,Intermediário,Nenhum,None,None,None,0.0
3183,20634.0,Paraná,None,Hunting,Sênior,Intermediário,Nenhum,None,None,None,3.0
3183,19734.0,Paraná,None,Hunting,Sênior,Intermediário,Nenhum,None,Básico,Nenhum,1.0
3183,11705.0,Paraná,None,Hunting,Sênior,Intermediário,Nenhum,None,None,None,4.0
3183,6648.0,Paraná,None,Hunting,Sênior,Intermediário,Nenhum,Sênior,Fluente,Avançado,1.0
3184,20733.0,São Paulo,None,None,Júnior,Nenhum,Nenhum,None,None,None,0.0
3185,21627.0,São Paulo,None,None,Pleno,Avançado,Nenhum,None,None,None,15.0
3186,21848.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Avançado,Básico,0.0
3186,21847.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Intermediário,Básico,0.0
3187,21302.0,São Paulo,None,None,Sênior,Nenhum,Nenhum,None,None,None,0.0
3188,19484.0,São Paulo,None,None,Pleno,Nenhum,Nenhum,None,None,None,0.0
3189,21380.0,São Paulo,None,None,Júnior,Nenhum,Nenhum,None,None,None,0.0
3190,22071.0,São Paulo,None,None,Pleno,Nenhum,Nenhum,None,Básico,Nenhum,0.0
3190,21836.0,São Paulo,None,None,Pleno,Nenhum,Nenhum,None,Intermediário,Intermediário,1.0
3190,21754.0,São Paulo,None,None,Pleno,Nenhum,Nenhum,None,None,None,16.0
3190,21675.0,São Paulo,None,None,Pleno,Nenhum,Nenhum,None,Nenhum,Nenhum,12.0
3190,21200.0,São Paulo,None,None,Pleno,Nenhum,Nenhum,None,Intermediário,Básico,15.0
3190,11609.0,São Paulo,None,None,Pleno,Nenhum,Nenhum,None,None,None,0.0
3191,21675.0,São Paulo,None,None,Pleno,Nenhum,Nenhum,None,Nenhum,Nenhum,40.0
3191,21668.0,São Paulo,None,None,Pleno,Nenhum,Nenhum,None,Intermediário,Nenhum,0.0
3192,21674.0,São Paulo,None,None,Sênior,Nenhum,Nenhum,None,None,None,0.0
3193,21836.0,São Paulo,None,None,Sênior,Nenhum,Nenhum,None,Intermediário,Intermediário,0.0
3193,18066.0,São Paulo,None,None,Sênior,Nenhum,Nenhum,None,None,None,0.0
3193,2971.0,São Paulo,None,None,Sênior,Nenhum,Nenhum,None,None,None,0.0
3193,391.0,São Paulo,None,None,Sênior,Nenhum,Nenhum,None,None,None,1.0
3194,21628.0,São Paulo,None,CLT Full,Júnior,Nenhum,Nenhum,None,None,None,0.0
3195,22582.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,0.0
3195,21673.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,0.0
3195,21671.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,0.0
3195,21649.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,0.0
3195,21569.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,Intermediário,Intermediário,3.0
3195,21536.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,45.0
3195,21533.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,Básico,Básico,0.0
3195,21522.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,0.0
3195,21508.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,Intermediário,Nenhum,0.0
3195,21495.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,Avançado,Básico,0.0
3195,21476.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,29.0
3195,21467.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,Intermediário,Nenhum,45.0
3195,21463.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,Intermediário,Básico,0.0
3195,21462.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,0.0
3195,21237.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,3.0
3195,20188.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,Avançado,Básico,34.0
3195,19075.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,Básico,Nenhum,0.0
3195,17384.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,3.0
3195,16480.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,52.0
3195,16317.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,0.0
3195,4205.0,Paraná,None,Hunting,Pleno,Nenhum,Fluente,None,None,None,45.0
3196,21302.0,São Paulo,None,None,Sênior,Nenhum,Nenhum,None,None,None,0.0
3197,,São Paulo,None,None,Analista,Nenhum,Nenhum,None,None,None,0.0
3198,11080.0,São Paulo,None,None,Sênior,Nenhum,Fluente,None,None,None,0.0
3199,,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3200,23935.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,0.0
3200,23297.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,Fluente,Intermediário,0.0
3200,22890.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,2.0
3200,22716.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,15.0
3200,21968.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,2.0
3200,21930.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,Intermediário,Básico,13.0
3200,21880.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,49.0
3201,21980.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,1.0
3202,,Amazonas,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3203,21680.0,São Paulo,None,None,Sênior,Fluente,Nenhum,None,None,None,0.0
3203,21679.0,São Paulo,None,None,Sênior,Fluente,Nenhum,None,None,None,7.0
3203,21678.0,São Paulo,None,None,Sênior,Fluente,Nenhum,None,None,None,0.0
3203,21676.0,São Paulo,None,None,Sênior,Fluente,Nenhum,None,None,None,0.0
3204,20394.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,4.0
3205,21729.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3205,21686.0,Pernambuco,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3206,21835.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Fluente,Básico,20.0
3206,21760.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3207,23894.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Básico,Básico,0.0
3207,23853.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Intermediário,None,0.0
3207,23785.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Intermediário,Nenhum,31.0
3207,21960.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,19.0
3208,22534.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3208,22041.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Intermediário,Avançado,28.0
3208,21968.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,1.0
3208,21930.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Intermediário,Básico,0.0
3208,21896.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Intermediário,Básico,1.0
3208,21895.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Intermediário,Nenhum,1.0
3208,21863.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,20.0
3208,21743.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,19.0
3208,10439.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,1.0
3209,21811.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3209,21645.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Fluente,Básico,0.0
3209,15589.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3210,22940.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,0.0
3210,22937.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,0.0
3211,27134.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Fluente,Avançado,0.0
3211,23131.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,0.0
3211,23109.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,0.0
3211,22978.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,1.0
3211,22842.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,0.0
3211,22145.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,40.0
3211,22113.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Fluente,Nenhum,0.0
3211,540.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,68.0
3212,,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,0.0
3213,21887.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3213,21886.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3213,21813.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Avançado,Básico,0.0
3213,21750.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3213,121.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3214,22940.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,0.0
3214,22245.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,0.0
3214,22145.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,7.0
3214,22113.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Fluente,Nenhum,8.0
3214,20786.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Básico,Nenhum,0.0
3215,21705.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3215,21518.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,5.0
3215,21217.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Básico,Básico,0.0
3216,7396.0,São Paulo,None,None,Analista,Avançado,Nenhum,None,None,None,0.0
3217,21682.0,São Paulo,None,CLT Full,Supervisor,Básico,Nenhum,None,None,None,0.0
3217,21681.0,São Paulo,None,CLT Full,Supervisor,Básico,Nenhum,None,Fluente,Avançado,0.0
3217,21677.0,São Paulo,None,CLT Full,Supervisor,Básico,Nenhum,None,None,None,0.0
3218,21764.0,São Paulo,None,CLT Full,Analista,Básico,Nenhum,None,None,None,15.0
3218,21718.0,São Paulo,None,CLT Full,Analista,Básico,Nenhum,None,Intermediário,Básico,29.0
3218,21717.0,São Paulo,None,CLT Full,Analista,Básico,Nenhum,None,Avançado,Nenhum,16.0
3218,21697.0,São Paulo,None,CLT Full,Analista,Básico,Nenhum,None,Avançado,Nenhum,0.0
3219,21853.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3220,22203.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Intermediário,Intermediário,0.0
3220,22199.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Fluente,Avançado,7.0
3220,21782.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,16.0
3220,21746.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,17.0
3221,21930.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Intermediário,Básico,0.0
3221,21801.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Avançado,Básico,0.0
3221,21775.0,São Paulo,None,CLT Full,Analista,Básico,Básico,Pleno,None,None,0.0
3222,21853.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,1.0
3222,21801.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Avançado,Básico,0.0
3222,21792.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3222,21776.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3222,21775.0,São Paulo,None,CLT Full,Analista,Básico,Básico,Pleno,None,None,0.0
3223,21776.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,1.0
3224,23953.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,0.0
3224,21918.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,51.0
3224,21916.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,Avançado,Básico,58.0
3225,21769.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3226,22050.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3226,21827.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Avançado,Básico,1.0
3227,,São Paulo,None,CLT Full,Analista,Avançado,Intermediário,None,None,None,0.0
3228,21932.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Intermediário,Nenhum,0.0
3228,21895.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Intermediário,Nenhum,0.0
3228,13776.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,35.0
3229,22095.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,0.0
3229,22003.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,45.0
3230,21853.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3230,21775.0,São Paulo,None,CLT Full,Analista,Básico,Básico,Pleno,None,None,1.0
3231,22031.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Básico,Básico,15.0
3231,22002.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Avançado,None,17.0
3231,21787.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Avançado,Intermediário,13.0
3231,21734.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,0.0
3231,21719.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Intermediário,Básico,17.0
3231,20787.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,0.0
3231,19657.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Básico,Nenhum,0.0
3231,16792.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Intermediário,Básico,0.0
3231,9900.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Básico,Básico,15.0
3231,22014.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,0.0
3232,21983.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Avançado,Nenhum,0.0
3232,21610.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3232,19634.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,1.0
3233,22386.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,0.0
3233,22372.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,0.0
3233,22293.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,6.0
3233,22282.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,7.0
3233,22277.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,7.0
3233,22124.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,8.0
3233,22122.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Intermediário,Nenhum,8.0
3233,21952.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Básico,Básico,18.0
3233,21929.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,35.0
3233,21903.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,Intermediário,Básico,12.0
3233,20242.0,São Paulo,None,CLT Full,Analista,Intermediário,Intermediário,None,None,None,12.0
3234,21796.0,Rio de Janeiro,None,None,Sênior,Nenhum,Nenhum,None,None,None,0.0
3234,21761.0,Rio de Janeiro,None,None,Sênior,Nenhum,Nenhum,None,None,None,0.0
3234,21760.0,Rio de Janeiro,None,None,Sênior,Nenhum,Nenhum,None,None,None,0.0
3235,21760.0,Rio de Janeiro,None,None,Sênior,Nenhum,Nenhum,None,None,None,0.0
3235,21733.0,Rio de Janeiro,None,None,Sênior,Nenhum,Nenhum,None,None,None,0.0
3235,21732.0,Rio de Janeiro,None,None,Sênior,Nenhum,Nenhum,None,None,None,0.0
3236,23027.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,None,None,0.0
3236,22777.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,None,None,0.0
3236,22744.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,None,None,54.0
3236,22374.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,None,None,0.0
3236,22257.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,None,None,27.0
3236,22125.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,None,None,2.0
3236,22071.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,Básico,Nenhum,3.0
3236,21933.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,None,None,1.0
3236,21836.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,Intermediário,Intermediário,7.0
3236,21763.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,Intermediário,Básico,10.0
3236,21760.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,None,None,1.0
3236,21200.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,Intermediário,Básico,12.0
3236,20083.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,Avançado,Básico,1.0
3236,19887.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,None,None,6.0
3236,19625.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,Intermediário,Nenhum,8.0
3236,14341.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,Intermediário,Nenhum,7.0
3236,12221.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,None,None,6.0
3236,11609.0,Rio de Janeiro,None,None,Pleno,Nenhum,Nenhum,None,None,None,12.0
3237,21747.0,São Paulo,None,None,Sênior,Avançado,Nenhum,None,None,None,0.0
3237,21726.0,São Paulo,None,None,Sênior,Avançado,Nenhum,None,None,None,0.0
3237,19018.0,São Paulo,None,None,Sênior,Avançado,Nenhum,None,None,None,0.0
3237,15409.0,São Paulo,None,None,Sênior,Avançado,Nenhum,None,None,None,0.0
3237,15223.0,São Paulo,None,None,Sênior,Avançado,Nenhum,None,None,None,0.0
3237,12720.0,São Paulo,None,None,Sênior,Avançado,Nenhum,None,Intermediário,Nenhum,0.0
3238,22428.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,None,None,12.0
3238,22397.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,None,None,0.0
3238,22370.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,None,None,0.0
3238,22292.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,None,None,2.0
3238,21781.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,Avançado,Básico,1.0
3238,21772.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,None,None,2.0
3238,21085.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,None,None,1.0
3238,20845.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,Intermediário,Básico,11.0
3238,20527.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,Avançado,Nenhum,28.0
3238,20445.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,Básico,Nenhum,1.0
3238,20428.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,None,None,11.0
3238,17832.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,None,None,15.0
3238,17296.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,Intermediário,None,11.0
3238,13880.0,São Paulo,None,CLT Full,Sênior,Avançado,Nenhum,None,None,None,14.0
3239,21805.0,São Paulo,None,None,Sênior,Intermediário,Nenhum,None,None,None,0.0
3240,22062.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,Avançado,Nenhum,0.0
3240,20723.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,0.0
3240,15505.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,15.0
3241,22011.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,0.0
3241,21950.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,0.0
3241,21916.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Avançado,Básico,0.0
3242,16747.0,São Paulo,None,PJ/Autônomo,Analista,Intermediário,Básico,None,None,None,0.0
3242,16283.0,São Paulo,None,PJ/Autônomo,Analista,Intermediário,Básico,None,Básico,Básico,0.0
3242,16254.0,São Paulo,None,PJ/Autônomo,Analista,Intermediário,Básico,None,None,None,20.0
3243,22298.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,0.0
3243,21894.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Fluente,Básico,0.0
3243,21893.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Avançado,Intermediário,2.0
3244,22619.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3244,22059.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3244,21900.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,10.0
3244,21806.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Avançado,Nenhum,8.0
3244,21803.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,8.0
3244,21802.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Básico,Nenhum,0.0
3244,21567.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,9.0
3244,9394.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3245,23851.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,None,None,30.0
3245,23769.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Avançado,Intermediário,36.0
3245,23182.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Intermediário,Básico,0.0
3245,21894.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Fluente,Básico,1.0
3245,21893.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Avançado,Intermediário,21.0
3245,21820.0,São Paulo,None,CLT Full,Analista,Intermediário,Básico,None,Avançado,Nenhum,28.0
3246,22298.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3246,22071.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Básico,Nenhum,0.0
3247,21802.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,Básico,Nenhum,0.0
3247,19955.0,São Paulo,None,CLT Full,Analista,Básico,Básico,None,None,None,0.0
3248,21827.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,Avançado,Básico,0.0
3248,21417.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,Intermediário,Nenhum,0.0
3248,1677.0,São Paulo,None,CLT Full,Analista,Avançado,Básico,None,None,None,0.0
